,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,year,popularity,artist
7135,0.432,0.606,1,-9.075,0,0.0277,0.0452,0.983,0.0623,0.0847,74.981,228162,2014,32,Vaults
7185,0.699,0.601,0,-6.48,1,0.0304,0.0972,1.17E-05,0.562,0.434,98.04,252013,2014,12,Childish Gambino
7199,0.347,0.156,2,-20.657,1,0.0504,0.995,0.93,0.104,0.0936,131.554,266970,2014,0,Sophie Hutchings
7211,0.589,0.704,4,-4.772,1,0.0303,0.151,0,0.067,0.437,84.956,186253,2014,67,Dan + Shay
7212,0.742,0.43,5,-11.373,1,0.0267,0.46,0,0.172,0.679,101.982,174373,2014,57,Dan + Shay
7214,0.493,0.67,6,-5.131,1,0.0298,0.319,0,0.102,0.451,151.989,217407,2014,64,Dan + Shay
7216,0.543,0.851,11,-4.197,1,0.0381,0.207,0,0.0655,0.779,166.054,183280,2014,58,Dan + Shay
7274,0.746,0.727,0,-7.887,1,0.0276,0.00127,0.00782,0.206,0.962,123.209,262000,2014,48,La Roux
7275,0.794,0.582,7,-7.393,1,0.0376,0.0888,0.00107,0.0813,0.718,117.25,258947,2014,50,La Roux
7277,0.789,0.469,7,-9.984,1,0.0557,0.0413,0.00589,0.0766,0.437,97.133,211653,2014,44,La Roux
7279,0.476,0.631,2,-6.592,0,0.0277,0.000208,0.171,0.0946,0.231,113.567,340467,2014,45,La Roux
7317,0.719,0.861,11,-6.317,0,0.0462,0.0868,0,0.108,0.51,119.934,207040,2014,23,Example
7381,0.609,0.108,4,-13.402,1,0.0787,0.875,0.000176,0.104,0.255,128.769,188613,2014,33,Ryan Adams
7401,0.784,0.642,8,-7.382,1,0.0507,0.693,0,0.15,0.962,113.2,159730,2014,6,Lou Monte
7420,0.711,0.468,4,-4.797,0,0.0515,0.63,0.00427,0.087,0.533,127.458,234973,2014,14,Bahamas
7423,0.747,0.545,0,-4.472,1,0.027,0.463,0.00173,0.0786,0.856,95.894,157040,2014,4,Bahamas
7427,0.552,0.529,1,-7.415,1,0.0279,0.531,8.87E-05,0.134,0.293,94.683,262653,2014,2,Bahamas
7428,0.236,0.304,0,-8.915,1,0.0324,0.801,0.246,0.0897,0.289,140.424,190827,2014,10,Bahamas
7448,0.521,0.923,7,-5.066,0,0.226,0.0364,0,0.0371,0.696,159.906,171027,2014,52,We Are The In Crowd
7451,0.422,0.942,4,-4.594,1,0.0878,0.018,0,0.361,0.494,157.894,185133,2014,36,We Are The In Crowd
7453,0.239,0.806,9,-6.4,0,0.0823,0.0291,0,0.526,0.272,153.592,251107,2014,33,We Are The In Crowd
7454,0.495,0.539,5,-10.02,0,0.0548,0.088,0,0.0787,0.384,174.916,206493,2014,31,We Are The In Crowd
7455,0.419,0.888,4,-5.109,1,0.0703,0.0423,0,0.046,0.541,171.846,176760,2014,39,We Are The In Crowd
7457,0.425,0.829,0,-6.12,1,0.169,0.00694,0,0.4,0.553,172.983,161587,2014,48,We Are The In Crowd
7525,0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,199080,2014,82,WALK THE MOON
7551,0.416,0.349,9,-11.024,0,0.0298,0.699,0.841,0.084,0.0399,109.971,310157,2014,36,Butterfly Boucher
7611,0.479,0.759,8,-6.82,1,0.0385,0.0137,0,0.093,0.574,164.997,177773,2014,60,Colony House
7613,0.473,0.752,10,-5.92,1,0.0452,0.00583,0,0.252,0.345,104.046,172453,2014,42,Colony House
7616,0.402,0.591,1,-6.135,1,0.0262,0.0611,3.26E-06,0.084,0.266,94.885,217987,2014,53,Colony House
7618,0.217,0.827,11,-4.459,1,0.119,0.00668,0,0.306,0.387,130.22,185547,2014,38,Colony House
7680,0.621,0.62,0,-4.721,1,0.0293,0.459,0.162,0.0771,0.515,176.016,301960,2014,64,Spoon
7681,0.673,0.938,4,-2.168,1,0.027,0.0753,0.00044,0.212,0.921,128.102,212653,2014,52,Spoon
7685,0.703,0.812,5,-6.041,1,0.032,0.251,1.15E-05,0.1,0.963,96.407,189493,2014,44,Spoon
7756,0.814,0.855,2,-4.053,1,0.191,0.0226,0.000326,0.144,0.863,170.065,144080,2014,46,Brooke Candy
7761,0.544,0.915,8,-3.405,1,0.0841,0.129,0.000914,0.115,0.51,126.094,184280,2014,74,Calvin Harris
7764,0.523,0.782,2,-4.846,1,0.041,0.219,1.03E-05,0.133,0.164,125.998,214813,2014,60,OneRepublic
7901,0.586,0.86,2,-5.202,1,0.0382,0.00186,1.17E-06,0.0928,0.377,129.953,191848,2014,22,The Hardkiss
7902,0.611,0.391,5,-9.357,1,0.0313,0.52,0,0.271,0.439,95.262,326867,2014,0,Sunsay
7916,0.634,0.87,5,-5.277,1,0.0362,0.083,0,0.18,0.514,116.967,235400,2014,66,Michael Jackson
8030,0.498,0.721,10,-5.232,1,0.0282,0.136,0.7,0.0933,0.589,140.027,226440,2014,65,Future Islands
8031,0.691,0.937,10,-4.123,1,0.0391,0.432,0.0546,0.102,0.824,136.995,239307,2014,58,Future Islands
8032,0.58,0.868,3,-5.461,1,0.0423,0.192,0.115,0.108,0.765,140.008,228120,2014,46,Future Islands
8033,0.825,0.496,0,-9.051,1,0.0545,0.661,0.0948,0.111,0.152,122.95,255147,2014,49,Future Islands
8034,0.706,0.76,9,-3.428,0,0.0316,0.293,0.104,0.0904,0.961,110.019,208000,2014,44,Future Islands
8035,0.667,0.532,5,-10.954,0,0.0341,0.11,0.115,0.209,0.811,139.929,258000,2014,20,Future Islands
8037,0.553,0.588,3,-6.486,1,0.031,0.553,0.0132,0.159,0.322,149.913,295013,2014,44,Future Islands
8038,0.682,0.556,5,-7.362,0,0.0276,0.0314,0.00396,0.153,0.601,140.038,223088,2014,43,Future Islands
8098,0.88,0.821,5,-2.545,0,0.118,0.0197,0.661,0.234,0.575,127.907,326888,2014,68,Deorro
8099,0.855,0.856,9,-2.574,0,0.105,0.000926,0.00271,0.959,0.516,127.989,270054,2014,66,Deorro
8101,0.78,0.938,0,-4.034,1,0.0791,0.071,0.144,0.154,0.407,127,221236,2014,52,Deorro
8102,0.661,0.957,6,-3.486,1,0.0898,0.00538,0.132,0.0622,0.263,127.948,281250,2014,51,Deorro
8122,0.446,0.915,9,-6.221,1,0.141,0.00281,3.87E-05,0.218,0.398,190.013,204520,2014,65,Bleachers
8129,0.321,0.777,4,-4.856,0,0.0751,0.335,0.692,0.109,0.308,85.022,217320,2014,45,Sir Sly
8130,0.494,0.793,9,-3.777,0,0.0419,0.0827,3.32E-05,0.296,0.482,158.08,206760,2014,44,Sir Sly
8131,0.491,0.859,10,-3.856,0,0.0422,0.367,0.000355,0.326,0.268,90.125,231760,2014,46,Sir Sly
8132,0.568,0.87,7,-4.099,1,0.0602,0.0584,2.90E-05,0.208,0.596,142.062,221947,2014,43,Sir Sly
8136,0.608,0.899,2,-3.185,1,0.0392,0.0125,0,0.211,0.652,105.032,185429,2014,57,Vinyl Theatre
8137,0.646,0.85,7,-5.145,1,0.043,0.028,7.21E-05,0.281,0.518,116.999,165720,2014,52,Young Rising Sons
8138,0.681,0.631,0,-9.314,1,0.0357,0.0451,0.000545,0.115,0.639,109.949,207093,2014,45,Young Rising Sons
8159,0.483,0.866,4,-5.033,1,0.0789,0.0159,2.58E-05,0.162,0.862,173.557,191575,2014,37,Better Than Ezra
8237,0.912,0.716,10,-4.141,0,0.0697,0.0904,0,0.0491,0.377,94.981,199938,2014,69,Iggy Azalea
8240,0.596,0.73,9,-4.091,1,0.151,0.24,0,0.325,0.525,85.979,192560,2014,61,David Guetta
8252,0.254,0.724,5,-6.513,1,0.0675,0.00876,0.0012,0.186,0.123,127.888,316813,2014,58,STARSET
8253,0.376,0.944,1,-5.755,0,0.303,0.00033,8.20E-05,0.185,0.156,159.978,244680,2014,47,The Used
8289,0.641,0.591,7,-7.957,1,0.0328,0.647,1.96E-05,0.307,0.236,114.967,190040,2014,37,Wrabel
8290,0.608,0.654,11,-5.321,0,0.0326,0.167,0.00517,0.282,0.25,104.029,210013,2014,42,Wrabel
8291,0.229,0.434,0,-8.06,1,0.0344,0.64,0,0.11,0.267,203.369,220653,2014,45,Wrabel
8292,0.525,0.507,8,-7.012,1,0.042,0.214,0,0.0865,0.312,129.174,203400,2014,36,Wrabel
8322,0.372,0.282,4,-7.251,0,0.0325,0.275,9.81E-05,0.111,0.183,114.601,241320,2014,42,Lissie
8347,0.593,0.357,11,-10.813,1,0.0693,0.875,0,0.112,0.352,111.689,306618,2014,47,L.A. Salami
8348,0.532,0.686,4,-7.569,1,0.0342,0.275,5.75E-06,0.217,0.411,108.638,265850,2014,49,L.A. Salami
8355,0.885,0.581,11,-8.813,1,0.0378,0.427,0.000204,0.0759,0.728,114.016,313684,2014,73,Milky Chance
8357,0.839,0.84,11,-8.721,1,0.0474,0.389,0.0319,0.114,0.904,117.98,262000,2014,63,Milky Chance
8358,0.688,0.697,9,-7.955,1,0.0485,0.753,6.21E-05,0.109,0.46,114.03,241053,2014,59,Milky Chance
8359,0.756,0.806,7,-9.188,0,0.0309,0.0741,0.162,0.101,0.938,106.023,256000,2014,53,Milky Chance
8361,0.733,0.811,9,-7.745,1,0.046,0.102,0,0.195,0.894,98.012,288000,2014,50,Milky Chance
8422,0.468,0.692,2,-4.015,1,0.0295,0.0202,2.39E-06,0.523,0.561,78.009,200360,2014,68,Cold War Kids
8425,0.633,0.892,4,-1.871,0,0.0357,0.000555,0.000163,0.337,0.509,118.066,188107,2014,46,Cold War Kids
8429,0.605,0.824,11,-3.362,0,0.0325,0.00292,0,0.312,0.857,170.017,208187,2014,38,Cold War Kids
8440,0.408,0.875,5,-6.036,1,0.0301,0.0299,0.823,0.169,0.56,150.782,187733,2014,56,Real Estate
8441,0.556,0.765,7,-7.474,1,0.0319,0.135,0.732,0.149,0.499,125.72,290827,2014,56,Real Estate
8443,0.585,0.868,2,-6.345,1,0.0279,0.122,0.446,0.356,0.739,120.697,195960,2014,46,Real Estate
8446,0.61,0.698,4,-8.44,0,0.0276,0.213,0.035,0.193,0.688,112.624,273080,2014,41,Real Estate
8447,0.484,0.793,2,-7.588,1,0.0277,0.0829,0.974,0.142,0.638,138.749,212240,2014,41,Real Estate
8448,0.548,0.683,9,-8.854,1,0.03,0.0819,0.635,0.0996,0.529,128.593,312147,2014,39,Real Estate
8455,0.752,0.708,9,-8.484,1,0.0346,0.0945,5.99E-05,0.0749,0.781,125.499,212000,2014,44,Amy Shark
8491,0.59,0.172,8,-14.602,1,0.0372,0.905,0,0.128,0.349,119.984,233375,2014,0,Kurt Hugo Schneider
8492,0.755,0.969,2,-3.752,0,0.193,0.203,6.80E-05,0.192,0.605,107.036,187333,2014,39,Zendaya
8548,0.586,0.611,9,-8.411,0,0.0305,0.651,0.0372,0.117,0.452,124.998,249487,2014,43,Annie
8862,0.585,0.906,4,-3.044,0,0.228,0.0268,0,0.0482,0.209,128.072,243747,2014,49,Steve Aoki
8866,0.497,0.669,3,-7.402,1,0.0574,0.04,0,0.1,0.317,100.696,208347,2014,49,Mikky Ekko
9003,0.685,0.645,0,-6.73,1,0.0256,0.182,0.00535,0.138,0.461,119.938,242347,2014,56,Beck
9005,0.55,0.378,4,-9.933,1,0.0254,0.44,0.0955,0.126,0.261,113.606,319787,2014,57,Beck
9009,0.62,0.599,0,-10.402,1,0.0293,0.217,0.589,0.11,0.373,122.955,271107,2014,52,Beck
9083,0.187,0.526,2,-7.291,1,0.0326,0.0261,0.0342,0.172,0.0739,72.259,181280,2014,57,M83
9116,0.494,0.74,2,-6.51,1,0.0454,0.25,0.00678,0.0837,0.179,133.002,271667,2014,34,Sir Sly
9117,0.543,0.751,5,-6.083,1,0.0499,0.158,0.00128,0.093,0.354,160.035,199680,2014,36,Sir Sly
9118,0.591,0.819,0,-4.692,1,0.112,0.506,0.0457,0.204,0.599,84.048,169400,2014,33,Sir Sly
9135,0.443,0.533,7,-5.956,1,0.0473,0.429,3.66E-06,0.332,0.596,183.791,222813,2014,20,Hozier
9333,0.696,0.521,10,-8.465,0,0.332,0.302,0,0.0565,0.458,100,292987,2014,83,J. Cole
9377,0.628,0.876,7,-3.473,0,0.15,0.605,0,0.582,0.516,108.084,180053,2014,46,Drake Bell
9378,0.575,0.856,0,-4.889,1,0.0352,0.434,0,0.338,0.962,158.017,171320,2014,42,Drake Bell
9412,0.639,0.888,7,-4.988,1,0.207,0.282,0,0.298,0.798,182.014,192140,2014,48,Hoodie Allen
9482,0.5,0.766,8,-6.258,1,0.0327,0.219,0,0.109,0.738,162.058,208613,2014,29,The Growlers
9601,0.51,0.591,7,-6.78,0,0.0282,0.0144,0,0.114,0.178,92.57,192745,2014,37,Andrew Simple
9614,0.157,0.979,2,-3.972,1,0.0819,8.57E-05,0.81,0.594,0.227,84.19,163227,2014,31,White Reaper
9627,0.699,0.678,5,-5.671,0,0.0562,0.031,0.0016,0.0611,0.932,90,215907,2014,1,Panama Wedding
9629,0.767,0.575,1,-7.488,1,0.0325,0.145,0.000905,0.115,0.796,130.021,216360,2014,0,Panama Wedding
9720,0.616,0.505,1,-9.307,1,0.058,0.381,0.00115,0.161,0.228,139.956,285291,2014,60,Nick Murphy / Chet Faker
9744,0.477,0.725,2,-4.671,1,0.0337,0.026,0.000133,0.214,0.427,101.854,215493,2014,65,First Aid Kit
9745,0.336,0.647,6,-7.718,1,0.039,0.142,0.00616,0.826,0.207,94.948,304227,2014,54,First Aid Kit
